2019,2018,2017,2016,2015
,User: tbd,User: 6.8,User: tbd,User: 6.9
,10-Aug-18,6-Oct-17,22-Jul-16,3-Mar-15
,Sir,Automaton,The Rest Is Scenery,Holdin' the Bag
,67,71,72,71
,Fischerspooner,Jamiroquai,Richard Youngs,Supersuckers
,User: 7.5,User: 7.9,User: tbd,User: tbd
,16-Feb-18,31-Mar-17,9-Dec-16,16-Oct-15
,Joyride,Pollinator,Every Now & Then,Array 1 [EP]
,66,71,72,71
,Tinashe,Blondie,Jagwar Ma,Loop
,User: 7.9,User: 8.2,User: 7.4,User: tbd
,13-Apr-18,5-May-17,14-Oct-16,24-Jul-15
,Free Yourself Up,You're Welcome,BBF Hosted By DJ Escrow,"Whatever, My Love"
,66,71,72,71
,Lake Street Dive,Wavves,Babyfather,Juliana Hatfield Three
,User: 6.8,User: 7.0,User: tbd,User: 7.3
,4-May-18,19-May-17,15-Apr-16,17-Feb-15
,Joy,Electric Lines,Piano,The Planet
,66,71,72,71
,Ty Segall,Joe Goddard,Alexis Taylor,Young Ejecta
,User: 7.1,User: 8.3,User: tbd,User: 8.0
,20-Jul-18,21-Apr-17,10-Jun-16,27-Jan-15
,The Capitol Studios Sessions,The Punishment of Luxury,Cut and Paste,GO:OD AM
,66,71,72,71
,Jeff Goldblum,Orchestral Manoeuvres in the Dark,Oscar,Mac Miller
,User: tbd,User: 8.7,User: 8.4,User: 8.2
,9-Nov-18,1-Sep-17,13-May-16,18-Sep-15
,For Ever,Wonderful Wonderful,Is the Is Are,The Diet
,66,71,72,71
,Jungle,The Killers,DIIV,HeCTA
,User: 7.8,User: 8.0,User: 7.6,User: tbd
,14-Sep-18,22-Sep-17,5-Feb-16,18-Sep-15
,No Tourists,Satan's Graffiti or God's Art?,Jackie Lynn,Hyperview
,66,71,72,71
,The Prodigy,Black Lips,Jackie Lynn,Title Fight
,User: 6.8,User: 8.0,User: tbd,User: 8.2
,2-Nov-18,5-May-17,10-Jun-16,3-Feb-15
,Slow Air,The Echo of Pleasure,Long Live the Angels,The Pale Emperor
,66,71,72,71
,Still Corners,The Pains of Being Pure at Heart,Emeli Sandé,Marilyn Manson
,User: tbd,User: 7.8,User: 7.9,User: 8.2
,17-Aug-18,1-Sep-17,11-Nov-16,20-Jan-15
,IC-01 Hanoi,ununiform,Revolution Radio,Brace the Wave
,66,71,72,71
,Unknown Mortal Orchestra,Tricky,Green Day,Lou Barlow
,User: 6.6,User: 7.8,User: 7.8,User: tbd
,26-Oct-18,22-Sep-17,7-Oct-16,4-Sep-15
,Passover,On a Distant Shore,I Wanna Go Back to Detroit City,Atheist's Cornea
,65,71,72,71
,A Grave with No Name,Leon Russell,Andre Williams,Envy
,User: tbd,User: tbd,User: tbd,User: tbd
,19-Jan-18,22-Sep-17,3-Jun-16,10-Jul-15
,The Straight Hits!,Lo Tom,Compassion,No Control
,65,71,72,71
,Josh T. Pearson,Lo Tom,Lust for Youth,Turbo Fruits
,User: tbd,User: tbd,User: tbd,User: tbd
,13-Apr-18,14-Jul-17,18-Mar-16,21-Apr-15
,Megaplex,Parallels,Here Come the Rattling Trees,The Night Creeper
,65,71,72,71
,We Are Scientists,Nosaj Thing,The High Llamas,Uncle Acid and the Deadbeats
,User: tbd,User: tbd,User: tbd,User: tbd
,27-Apr-18,8-Sep-17,22-Jan-16,4-Sep-15
,"Shiny and Oh So Bright, Vol. 1: No Past. No Future. No Sun",New Facts Emerge,Hills End,Slow Gum
,65,71,71,70
,Smashing Pumpkins,The Fall,DMA's,Fraser A. Gorman
,User: 6.5,User: 6.5,User: 7.3,User: tbd
,16-Nov-18,28-Jul-17,26-Feb-16,29-Jun-15
,Wildness,Pinewood Smile,Fishing Blues,Anthems for Doomed Youth
,64,71,71,70
,Snow Patrol,The Darkness,Atmosphere,The Libertines
,User: 7.7,User: 7.4,User: 7.7,User: 8.3
,25-May-18,6-Oct-17,12-Aug-16,11-Sep-15
,AmeriKKKant,How Did We Get So Dark?,Fall Forever,Depersonlisation
,64,71,71,70
,Ministry,Royal Blood,Fear of Men,Nite Fields
,User: 5.9,User: 7.6,User: tbd,User: tbd
,9-Mar-18,16-Jun-17,3-Jun-16,3-Feb-15
,Ye,"Pure, Beyond Reproach",Weezer (White Album),Good Sad Happy Bad
,64,71,71,70
,Kanye West,Egyptrixx,Weezer,Micachu & the Shapes
,User: 7.1,User: tbd,User: 8.4,User: 7.3
,1-Jun-18,27-Jan-17,1-Apr-16,11-Sep-15
,Simulation Theory,"The Road, Vol. 1",Blossoms,A Flourish and a Spoil
,63,71,71,70
,Muse,UNKLE,Blossoms,The Districts
,User: 6.8,User: 7.6,User: 7.8,User: 8.2
,9-Nov-18,18-Aug-17,5-Aug-16,10-Feb-15
,Golden,reputation,Convenanza,Starfire
,63,71,71,70
,Kylie Minogue,Taylor Swift,Andrew Weatherall,Jaga Jazzist
,User: 7.7,User: 7.9,User: tbd,User: 8.2
,6-Apr-18,10-Nov-17,26-Feb-16,1-Jun-15
,It's About Time,Rather You Than Me,A Coliseum Complex Museum,Green Lanes
,63,71,71,70
,Nile Rodgers,Rick Ross,The Besnard Lakes,Ultimate Painting
,User: 7.5,User: 7.0,User: 5.9,User: tbd
,28-Sep-18,17-Mar-17,22-Jan-16,7-Aug-15
,Drift,"Occult Architecture, Vol. 2",This Girl's in Love (A Bacharach & David Songbook),Repentless
,63,71,71,70
,The Men,Moon Duo,Rumer,Slayer
,User: 7.2,User: 7.3,User: tbd,User: 7.4
,2-Mar-18,5-May-17,25-Nov-16,11-Sep-15
,Yesterday Was Forever,Room 29,Grapefruit,Strangers to Ourselves
,63,70,71,70
,Kate Nash,Jarvis Cocker,Kiran Leonard,Modest Mouse
,User: 7.3,User: 7.5,User: tbd,User: 7.9
,30-Mar-18,17-Mar-17,25-Mar-16,17-Mar-15
,The Atlas Underground,Solide Mirage,ATGCLVLSSCAP,Man Plans God Laughs
,63,70,71,70
,Tom Morello,François & the Atlas Mountains,Ulver,Public Enemy
,User: tbd,User: tbd,User: 7.7,User: 5.5
,12-Oct-18,3-Mar-17,22-Jan-16,24-Jul-15
,Where Wilderness Grows,Woodstock,Guadalupe Plata (2015),Wild Nights
,62,70,71,70
,Gengahr,Portugal. The Man,Guadalupe Plata,PINS
,User: 8.1,User: 7.5,User: tbd,User: 8.1
,9-Mar-18,16-Jun-17,15-Jan-16,9-Jun-15
,Kamikaze,"Funk Wav Bounces, Vol. 1",Turn to Gold,Discreet Desires
,62,70,71,70
,Eminem,Calvin Harris,Diarrhea Planet,Helena Hauff
,User: 8.2,User: 7.7,User: tbd,User: tbd
,31-Aug-18,30-Jun-17,10-Jun-16,4-Sep-15
,Speak Your Mind,Birdie,Eraser Stargazer,Hermits on Holiday
,62,70,71,70
,Anne-Marie,"Slaughter Beach, Dog",Guerilla Toss,Drinks
,User: 7.5,User: tbd,User: tbd,User: tbd
,27-Apr-18,27-Oct-17,4-Mar-16,21-Aug-15
,Staying at Tamara's,Ti Amo,Devil Music,Sonic Soul Surfer
,61,70,71,70
,George Ezra,Phoenix,The Men,Seasick Steve
,User: 7.9,User: 7.9,User: tbd,User: tbd
,23-Mar-18,9-Jun-17,11-Nov-16,24-Mar-15
,My Mind Makes Noises,Ogilala,Gumption,Tracker
,61,70,71,70
,Pale Waves,William Patrick Corgan,Your Friend,Mark Knopfler
,User: 6.3,User: 7.8,User: tbd,User: 6.5
,14-Sep-18,13-Oct-17,29-Jan-16,17-Mar-15
,Stone Temple Pilots [2018],Blast Off Through the Wicker,T R O U B L E,Delirium
,60,70,71,70
,Stone Temple Pilots,Art Feynman,Woodpigeon,Ellie Goulding
,User: 7.7,User: tbd,User: tbd,User: 7.3
,16-Mar-18,14-Jul-17,13-May-16,6-Nov-15
,Tangerine Reef,To Syria with Love,Feelin Kinda Free,Nina Revisited: A Tribute to Nina Simone
,60,70,71,70
,Animal Collective,Omar Souleyman,The Drones,Various Artists
,User: 6.8,User: tbd,User: 8.3,User: tbd
,17-Aug-18,2-Jun-17,18-Mar-16,10-Jul-15
,Delta,World Wide Funk,The Digging Remedy,Moonlight
,59,70,71,70
,Mumford & Sons,Bootsy Collins,Plaid,Hanni el Khatib
,User: 6.2,User: tbd,User: tbd,User: 7.0
,16-Nov-18,27-Oct-17,10-Jun-16,20-Jan-15
,Let's Go Sunshine,Call It Love,Life in the Dark,Another Eternity
,59,70,71,70
,The Kooks,Briana Marela,The Felice Brothers,Purity Ring
,User: 6.2,User: tbd,User: tbd,User: 7.8
,31-Aug-18,4-Aug-17,24-Jun-16,3-Mar-15
,Origins,in•ter a•li•a,"Going, Going...",The Air Conditioned Nightmare
,59,70,71,70
,Imagine Dragons,At the Drive-In,The Wedding Present,Doldrums
,User: 6.1,User: 7.7,User: tbd,User: tbd
,9-Nov-18,5-May-17,2-Sep-16,7-Apr-15
,Natural Rebel,Adiós,Savoy Motel,I Aubade
,59,70,71,70
,Richard Ashcroft,Glen Campbell,Savoy Motel,Elvis Perkins
,User: 8.1,User: tbd,User: tbd,User: tbd
,19-Oct-18,9-Jun-17,21-Oct-16,24-Feb-15
,Mania,Revelations,Dame Fortune,The Color Before the Sun
,59,70,71,70
,Fall Out Boy,Shamir,RJD2,Coheed and Cambria
,User: 5.9,User: 6.1,User: tbd,User: 7.6
,19-Jan-18,3-Nov-17,25-Mar-16,16-Oct-15
,Nasir,For Crying Out Loud,99 Cents,Òran Mòr Session
,58,70,71,70
,Nas,Kasabian,Santigold,The Twilight Sad
,User: 7.8,User: 7.1,User: 7.4,User: tbd
,15-Jun-18,5-May-17,26-Feb-16,16-Oct-15
,Evolution,Sugar at the Gate,Tell Me if You Like To,Noctunes
,58,70,71,70
,Disturbed,TOPS,Spring King,Willis Earl Beal
,User: 6.1,User: 7.1,User: tbd,User: tbd
,19-Oct-18,2-Jun-17,10-Jun-16,28-Aug-15
,Crooked Shadows,Damage and Joy,Summertime: Willie Nelson Sings Gershwin,Modern Blues
,57,70,71,70
,Dashboard Confessional,The Jesus and Mary Chain,Willie Nelson,The Waterboys
,User: 6.2,User: 7.3,User: tbd,User: 7.8
,9-Feb-18,24-Mar-17,26-Feb-16,19-Jan-15
,Coup de Grace,Issa Album,You Know Who You Are,MG
,57,70,71,70
,Miles Kane,21 Savage,Nada Surf,MG
,User: 7.6,User: 5.4,User: 7.7,User: tbd
,10-Aug-18,7-Jul-17,4-Mar-16,28-Apr-15
,Happy Xmas,Mister Mellow,Young Narrator in the Breakers,Range Anxiety
,57,70,71,70
,Eric Clapton,Washed Out,Pavo Pavo,Twerps
,User: tbd,User: 7.5,User: tbd,User: tbd
,12-Oct-18,30-Jun-17,11-Nov-16,27-Jan-15
,The Time Is Now,BOOMIVERSE,This Path Tonight,Lantern
,56,70,71,70
,Craig David,Big Boi,Graham Nash,Hudson Mohawke
,User: 6.3,User: 7.3,User: tbd,User: 7.2
,26-Jan-18,16-Jun-17,15-Apr-16,16-Jun-15
,Smalls Change (Meditations Upon Ageing),August by Cake,At Hope's Ravine,Know It All
,56,70,71,70
,Derek Smalls,Guided by Voices,Holy Esque,Alessia Cara
,User: tbd,User: 8.5,User: tbd,User: 8.4
,13-Apr-18,7-Apr-17,26-Feb-16,13-Nov-15
,Man of the Woods,Pop Voodoo,Can't Touch Us Now,Magnifique
,55,70,71,70
,Justin Timberlake,Black Grape,Madness,Ratatat
,User: 6.1,User: tbd,User: 7.4,User: 7.8
,2-Feb-18,7-Jul-17,28-Oct-16,17-Jul-15
,Anthem of the Peaceful Army,Be Myself,Sept 5th,Chrissybaby Forever
,53,69,71,70
,Greta Van Fleet,Sheryl Crow,dvsn,Christopher Owens
,User: 5.7,User: 7.6,User: 8.2,User: tbd
,19-Oct-18,21-Apr-17,29-Apr-16,27-May-15
,Nuthin' 2 Prove,Trouble Maker,Glory,Slurrup
,52,69,71,70
,Lil Yachty,Rancid,Britney Spears,Liam Hayes
,User: 4.0,User: 6.2,User: 8.4,User: tbd
,19-Oct-18,9-Jun-17,26-Aug-16,13-Jan-15
,Beerbongs & Bentleys,Windy City,Ultra,Teaspoon To The Ocean
,51,69,71,70
,Post Malone,Alison Krauss,Zomby,Jib Kidder
,User: 6.3,User: 8.3,User: 6.0,User: tbd
,27-Apr-18,17-Feb-17,2-Sep-16,27-Jan-15
,Lil Boat 2,Something To Tell You,No Waves,Skrillex And Diplo Presents Jack U
,50,69,70,70
,Lil Yachty,HAIM,Body/Head,Jack U
,User: 5.3,User: 7.7,User: tbd,User: 7.3
,9-Mar-18,7-Jul-17,11-Nov-16,27-Feb-15
,Total Xanarchy,We're All Alright!,Pigeonheart,The Boombox Ballads
,49,69,70,70
,Lil Xan,Cheap Trick,D.M. Stith,Sweet Baboo
,User: 2.7,User: 7.2,User: tbd,User: tbd
,6-Apr-18,16-Jun-17,29-Jul-16,14-Aug-15
,44/876,Pink Sunset for No One,A Corpse Wired for Sound,Wild Strawberries
,49,69,70,70
,Sting,Noveller,Merchandise,Eternal Tapestry
,User: 6.1,User: tbd,User: tbd,User: tbd
,20-Apr-18,10-Feb-17,23-Sep-16,24-Feb-15
,Skins,Forced Witness,Inner Journey Out,Monterey
,44,69,70,69
,XXXTentacion,Alex Cameron,Psychic Ills,The Milk Carton Kids
,User: 3.3,User: 8.6,User: tbd,User: 5.6
,7-Dec-18,8-Sep-17,3-Jun-16,19-May-15
,DUMMY BOY,Star Stuff,The Lexicon of Love II,To Where the Wild Things Are
,38,69,70,69
,6ix9ine,Chaz Bundick,ABC,Death and Vanilla
,User: 1.9,User: tbd,User: 7.3,User: tbd
,27-Nov-18,31-Mar-17,27-May-16,5-May-15
,,Man of the World,An Odd Entrances,Pretend
,,69,70,69
,,Baio,Thee Oh Sees,Seinabo Sey
,,User: tbd,User: 7.6,User: 8.9
,,30-Jun-17,18-Nov-16,23-Oct-15
,,From Deewee,ii,Bush
,,69,70,69
,,Soulwax,Liima,Snoop Dogg
,,User: 6.9,User: tbd,User: 7.6
,,24-Mar-17,18-Mar-16,12-May-15
,,Foxhole,Human Energy,Cherry Bomb
,,69,70,69
,,The Proper Ornaments,Machinedrum,"Tyler, The Creator"
,,User: 6.4,User: tbd,User: 6.3
,,20-Jan-17,30-Sep-16,14-Apr-15
,,Roll with the Punches,The Divine Feminine,"The Past, The Present, The Future"
,,69,70,69
,,Van Morrison,Mac Miller,Jodeci
,,User: 8.0,User: 8.1,User: tbd
,,22-Sep-17,16-Sep-16,31-Mar-15
,,The Ghost of Hope,Monolith of Phobos,Nights in the Dark
,,69,70,69
,,The Residents,The Claypool Lennon Delirium,California X
,,User: tbd,User: 8.5,User: tbd
,,24-Mar-17,3-Jun-16,13-Jan-15
,,Value,Keep It Together,Positive Songs for Negative People
,,69,70,69
,,Visionist,Lily & Madeleine,Frank Turner
,,User: tbd,User: 8.0,User: 7.8
,,20-Oct-17,26-Feb-16,7-Aug-15
,,Platinum Tips & Ice-Cream [Live],Painting of a Panic Attack,Music for Dogs
,,69,70,69
,,Royal Trux,Frightened Rabbit,Gardens & Villa
,,User: tbd,User: 7.6,User: tbd
,,16-Jun-17,8-Apr-16,21-Aug-15
,,Spin,George Fest: A Night to Celebrate the Music of George Harrison [Live],Pray for Rain
,,69,70,69
,,Tigers Jaw,Various Artists,Pure Bathing Culture
,,User: tbd,User: tbd,User: tbd
,,19-May-17,26-Feb-16,23-Oct-15
,,A Walk With Love and Death,Wonderful Crazy Night,Seraph
,,69,70,69
,,Melvins,Elton John,Mas Ysa
,,User: 6.6,User: 6.9,User: tbd
,,7-Jul-17,5-Feb-16,24-Jul-15
,,Oczy Mlody,27-Jul,Future Brown
,,69,70,69
,,The Flaming Lips,Fifth Harmony,Future Brown
,,User: 6.9,User: 7.8,User: 7.1
,,13-Jan-17,27-May-16,24-Feb-15
,,World Be Gone,"Passion, Pain & Demon Slayin'",Tuxedo
,,69,70,69
,,Erasure,Kid Cudi,Tuxedo
,,User: 6.3,User: 8.1,User: 8.0
,,19-May-17,28-Dec-16,3-Mar-15
,,Hard Love,Braver Than We Are,Momentary Masters
,,69,70,69
,,Strand of Oaks,Meat Loaf,"Albert Hammond, Jr."
,,User: 7.7,User: 5.2,User: 8.3
,,17-Feb-17,16-Sep-16,31-Jul-15
,,Harry Styles,24K Magic,1989
,,68,70,69
,,Harry Styles,Bruno Mars,Ryan Adams
,,User: 7.8,User: 6.3,User: 6.4
,,12-May-17,18-Nov-16,21-Sep-15
,,Voyager,I Remember,Dark Red
,,68,70,69
,,Vitalic,AlunaGeorge,Shlohmo
,,User: 7.3,User: 8.1,User: 6.7
,,20-Jan-17,16-Sep-16,7-Apr-15
,,24-7 Rockstar Shit,Good Grief,N.E.W.
,,68,70,69
,,The Cribs,Lucius,Death
,,User: 7.8,User: 7.0,User: tbd
,,11-Aug-17,11-Mar-16,21-Apr-15
,,Something's Changing,Three Men and a Baby,California Nights
,,68,70,69
,,Lucy Rose,Mike & the Melvins,Best Coast
,,User: tbd,User: 8.4,User: 7.0
,,14-Jul-17,1-Apr-16,5-May-15
,,Out of All This Blue,Everything You've Come to Expect,Hollywood Vampires
,,68,70,69
,,The Waterboys,The Last Shadow Puppets,Hollywood Vampires
,,User: tbd,User: 8.1,User: 7.4
,,8-Sep-17,1-Apr-16,11-Sep-15
,,Versatile,LNZNDRF,Ruff
,,68,70,69
,,Van Morrison,LNZNDRF,Born Ruffians
,,User: 6.2,User: tbd,User: tbd
,,1-Dec-17,26-Feb-16,2-Oct-15
,,The Desaturating Seven,Remember Us to Life,Kill the Lights
,,68,70,69
,,Primus,Regina Spektor,Luke Bryan
,,User: 7.8,User: 8.4,User: 3.4
,,29-Sep-17,30-Sep-16,7-Aug-15
,,Eucalyptus,For All Kings,Terraplane
,,68,70,69
,,Avey Tare,Anthrax,Steve Earle & the Dukes
,,User: 8.2,User: 7.5,User: tbd
,,21-Jul-17,26-Feb-16,17-Feb-15
,,Jungle Rules,Loud Hailer,Zero
,,68,70,69
,,French Montana,Jeff Beck,The Rezillos
,,User: 6.3,User: 7.4,User: tbd
,,14-Jul-17,15-Jul-16,10-Mar-15
,,The Tourist,The Ridge,Freedom
,,68,70,69
,,Clap Your Hands Say Yeah,Sarah Neufeld,Refused
,,User: 7.9,User: tbd,User: 6.7
,,24-Feb-17,26-Feb-16,30-Jun-15
,,The Laughing Apple,Amen & Goodbye,Pattern of Excel
,,68,70,69
,,Yusuf,Yeasayer,Lee Bannon
,,User: 8.3,User: 7.8,User: tbd
,,15-Sep-17,1-Apr-16,10-Jul-15
,,Terrible Human Beings,Welcome the Worms,So Familiar
,,68,70,69
,,The Orwells,Bleached,Steve Martin
,,User: 7.9,User: tbd,User: tbd
,,17-Feb-17,1-Apr-16,30-Oct-15
,,The Visitor,The Altar,Hive1
,,68,70,68
,,Neil Young,Banks,Tyondai Braxton
,,User: 6.3,User: 8.8,User: tbd
,,1-Dec-17,30-Sep-16,12-May-15
,,Truth Is a Beautiful Thing,Death of a Bachelor,Sub-Lingual Tablet
,,68,69,68
,,London Grammar,Panic! At the Disco,The Fall
,,User: 8.4,User: 7.9,User: 8.6
,,9-Jun-17,15-Jan-16,9-Jun-15
,,Rennen,The Mystery Lights,Carnation
,,67,69,68
,,Sohn,The Mystery Lights,Daughn Gibson
,,User: 7.1,User: tbd,User: 4.3
,,13-Jan-17,24-Jun-16,2-Jun-15
,,I Decided.,New Skin,We Are Undone
,,67,69,68
,,Big Sean,CRX,Two Gallants
,,User: 7.0,User: 8.1,User: 8.5
,,3-Feb-17,28-Oct-16,3-Feb-15
,,Future,The Olympians,Fetty Wap
,,67,69,68
,,Future,The Olympians,Fetty Wap
,,User: 6.4,User: tbd,User: 4.4
,,17-Feb-17,28-Oct-16,25-Sep-15
,,Night People,Throws,Kunk
,,67,69,68
,,You Me at Six,Throws,Dope Body
,,User: 7.2,User: tbd,User: tbd
,,6-Jan-17,10-Jun-16,28-Aug-15
,,Season High,Need Your Light,Quarters
,,67,69,68
,,Little Dragon,Ra Ra Riot,King Gizzard & the Lizard Wizard
,,User: 7.5,User: 7.4,User: 7.9
,,14-Apr-17,19-Feb-16,12-May-15
,,Snowdonia,Full Circle,Living Legend
,,67,69,68
,,Surfer Blood,Hælos,Gunplay
,,User: 7.0,User: 7.9,User: 6.2
,,3-Feb-17,18-Mar-16,31-Jul-15
,,Risk to Exist,Girl at the End of the World,Then Came the Morning
,,67,69,68
,,Maxïmo Park,James,The Lone Bellow
,,User: 7.3,User: 7.4,User: tbd
,,21-Apr-17,18-Mar-16,27-Jan-15
,,Lemon Memory,VIEWS,Aquaria
,,67,69,68
,,Menace Beach,Drake,Boots
,,User: tbd,User: 5.7,User: 7.7
,,27-Jan-17,29-Apr-16,13-Nov-15
,,The Pace of the Passing,Calico Review,Animal Nature
,,67,69,68
,,Toothless,Allah-Las,Escort
,,User: tbd,User: 8.0,User: tbd
,,27-Jan-17,9-Sep-16,30-Oct-15
,,Youth Is Only Ever Fun in Retrospect,ArrangingTime,Maze of Woods
,,67,69,68
,,Sundara Karma,Pete Yorn,Inventions
,,User: 7.1,User: tbd,User: tbd
,,6-Jan-17,11-Mar-16,17-Mar-15
,,Lifetime of Love,Kindly Now,Communion
,,67,69,68
,,Moon Diagrams,Keaton Henson,Years & Years
,,User: tbd,User: 7.8,User: 8.4
,,30-Jun-17,16-Sep-16,10-Jul-15
,,Belladonna of Sadness,Asphalt for Eden,All We Are
,,66,69,68
,,Alexandra Savior,Dälek,All We Are
,,User: 8.2,User: tbd,User: 7.6
,,7-Apr-17,22-Apr-16,3-Feb-15
,,Hopeless Fountain Kingdom,Majid Jordan,Cemetery Highrise Slum
,,66,69,68
,,Halsey,Majid Jordan,Creepoid
,,User: 8.1,User: 7.3,User: tbd
,,2-Jun-17,5-Feb-16,23-Jun-15
,,Hearts That Strain,PartyNextDoor 3,Introducing Darlene Love
,,66,69,68
,,Jake Bugg,PartyNextDoor,Darlene Love
,,User: 7.9,User: 6.7,User: tbd
,,1-Sep-17,12-Aug-16,18-Sep-15
,,Everything Now,Painting With,Higher Truth
,,66,69,68
,,Arcade Fire,Animal Collective,Chris Cornell
,,User: 6.3,User: 7.6,User: 7.9
,,28-Jul-17,19-Feb-16,18-Sep-15
,,Fatherland,Dystopia,Everybody's a Good Dog
,,66,69,68
,,Kele Okereke,Megadeth,Diane Coffee
,,User: 4.4,User: 8.0,User: 8.6
,,6-Oct-17,22-Jan-16,4-Sep-15
,,BRVNX (V),Mind of Mine,All Across This Land
,,66,69,68
,,The Bronx,ZAYN,Blitzen Trapper
,,User: tbd,User: 7.8,User: tbd
,,22-Sep-17,25-Mar-16,2-Oct-15
,,Look at the Powerful People,Nevermen,Peace Is the Mission
,,66,69,68
,,Formation,Nevermen,Major Lazer
,,User: tbd,User: 7.1,User: 7.7
,,24-Mar-17,29-Jan-16,1-Jun-15
,,As Light Return,Waltzed in from the Rumbling,Rose Windows
,,66,69,68
,,The Telescopes,Plants and Animals,Rose Windows
,,User: tbd,User: 7.6,User: tbd
,,7-Jul-17,29-Apr-16,4-May-15
,,Power of Peace,Woman,Midnight
,,66,69,68
,,The Isley Brothers,Justice,Grace Potter
,,User: tbd,User: 7.5,User: 6.6
,,28-Jul-17,18-Nov-16,14-Aug-15
,,White Knight,Warm on a Cold Night,Rehumanizer
,,66,69,68
,,Todd Rundgren,HONNE,Maserati
,,User: tbd,User: 8.3,User: tbd
,,12-May-17,22-Jul-16,30-Oct-15
,,Common as Light and Love Are Red Valleys of Blood,Total Depravity,Rebel Heart
,,65,69,68
,,Sun Kil Moon,The Veils,Madonna
,,User: 8.2,User: 7.7,User: 7.8
,,24-Feb-17,26-Aug-16,10-Mar-15
,,Everybody,Xtreme Now,Ratworld
,,65,69,68
,,Logic,Prince Rama,Menace Beach
,,User: 6.5,User: tbd,User: tbd
,,5-May-17,4-Mar-16,27-Jan-15
,,The Journey Man,Anian,Chasing Yesterday
,,65,68,68
,,Goldie,9Bach,Noel Gallagher's High Flying Birds
,,User: tbd,User: tbd,User: 7.7
,,16-Jun-17,13-May-16,3-Mar-15
,,Temple of I & I,Why Are You OK?,The Past We Leave Behind
,,65,68,68
,,Thievery Corporation,Band of Horses,Pale Blue
,,User: 6.3,User: 7.7,User: tbd
,,10-Feb-17,10-Jun-16,14-Apr-15
,,Improvisations,Nosebleed Weekend,Real Life
,,65,68,67
,,Charles Hayward,The Coathangers,Real Lies
,,User: tbd,User: tbd,User: tbd
,,17-Nov-17,15-Apr-16,16-Oct-15
,,Outrage! Is Now,Skiptracing,From the Very Depths
,,65,68,67
,,Death from Above,Mild High Club,Venom
,,User: 7.6,User: 8.4,User: tbd
,,8-Sep-17,26-Aug-16,27-Jan-15
,,Detroit House Guests,Soft Hair,Everybody's Coming Down
,,65,68,67
,,Adult.,Soft Hair,The Good Life
,,User: tbd,User: 6.4,User: tbd
,,17-Mar-17,28-Oct-16,14-Aug-15
,,Shake the Shudder,The Traveller,The Album About Nothing
,,65,68,67
,,!!! [Chik Chik Chik],Baaba Maal,Wale
,,User: 7.0,User: tbd,User: 7.7
,,19-May-17,15-Jan-16,31-Mar-15
,,Relaxer,Ash & Ice,We the Generation
,,65,68,67
,,Alt-J,The Kills,Rudimental
,,User: 7.1,User: 8.3,User: 7.7
,,2-Jun-17,3-Jun-16,9-Oct-15
,,Kid Kruschev,Spend the Night With…,Yung Rich Nation
,,65,68,67
,,Sleigh Bells,Cheena,Migos
,,User: 7.0,User: tbd,User: 6.2
,,10-Nov-17,5-Aug-16,31-Jul-15
,,Fifth Harmony,My Best Human Face,Sounds Good Feels Good
,,64,68,67
,,Fifth Harmony,Moonface,5 Seconds of Summer
,,User: 7.3,User: tbd,User: 7.4
,,25-Aug-17,3-Jun-16,23-Oct-15
,,Return to Ommadawn,Hidden City,I Sell the Circus
,,64,68,67
,,Mike Oldfield,The Cult,Ricked Wicky
,,User: 8.3,User: 7.2,User: tbd
,,27-Jan-17,12-Feb-16,3-Feb-15
,,The Ride,Confessions of a Romance Novelist,Perfectamundo
,,64,68,67
,,Nelly Furtado,The Anchoress,Billy Gibbons & the BFG's
,,User: 8.5,User: tbd,User: tbd
,,31-Mar-17,15-Jan-16,6-Nov-15
,,Bloodlust,Theyesandeye,Everything Is 4
,,64,68,67
,,Body Count,Lou Rhodes,Jason Derulo
,,User: 6.9,User: tbd,User: 4.2
,,31-Mar-17,22-Jul-16,2-Jun-15
,,Human,Liquid Cool,Let It Reign
,,64,68,67
,,Rag 'n' Bone Man,Nite Jewel,Carl Barât
,,User: 6.1,User: 6.8,User: 8.0
,,10-Feb-17,10-Jun-16,17-Feb-15
,,Voids,Red Flag,Moth Boys
,,64,68,67
,,Minus the Bear,All Saints,Spector
,,User: 8.0,User: 8.1,User: 8.0
,,3-Mar-17,8-Apr-16,21-Aug-15
,,The Saga Continues,Earrings Off!,The Day Is My Enemy
,,64,68,67
,,Wu-Tang,Adult Jazz,The Prodigy
,,User: 8.2,User: tbd,User: 7.4
,,13-Oct-17,20-May-16,31-Mar-15
,,The Amazons,Last Year Was Complicated,Rituals
,,64,68,67
,,The Amazons,Nick Jonas,Other Lives
,,User: 7.4,User: 7.3,User: 6.9
,,26-May-17,10-Jun-16,4-May-15
,,Pacific Daydream,EVOL,"Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis"""
,,64,68,67
,,Weezer,Future,Various Artists
,,User: 5.3,User: 6.1,User: tbd
,,27-Oct-17,6-Feb-16,12-Jan-15
,,CCCLX,Basses Loaded,Angels & Ghosts
,,63,68,67
,,Lunice,Melvins,Dave Gahan & the Soulsavers
,,User: tbd,User: tbd,User: 8.4
,,8-Sep-17,3-Jun-16,23-Oct-15
,,Songs of Experience,Skilled Mechanics,Subjective Concepts
,,63,68,67
,,U2,Tricky,Strange Wilds
